track_title,valence,tempo,danceability,energy,speechiness
Carousel,0.333,76.999,0.739,0.661,0.0764
"Shake It Off",0.915,160.061,0.649,0.795,0.163
"Nothing Compares 2 U",0.161,119.917,0.511,0.574,0.0273
"Hard Knock Life (Ghetto Anthem)",0.624,77.067,0.799,0.825,0.352
"Bye Bye Bye",0.879,172.656,0.614,0.928,0.0516
Hopeless,0.466,77.713,0.512,0.455,0.0277
"Where Them Girls At (feat. Nicki Minaj & Flo Rida) - feat. Nicki Minaj & Flo Rida",0.552,129.884,0.666,0.876,0.0414
"Yellow Flicker Beat - From The Hunger Games: Mockingjay Part 1",0.0519,94.965,0.586,0.626,0.0356
Bulletproof,0.696,122.985,0.686,0.898,0.052
"It Must Have Been Love",0.722,80.609,0.52,0.652,0.0274
"No Diggity",0.67,88.641,0.868,0.646,0.288
"Born To Rage - USA Version",0.219,127.983,0.586,0.867,0.0829
"It Will Rain",0.434,149.981,0.574,0.824,0.0463
"Break Your Heart",0.568,122.01,0.607,0.934,0.0314
"Let's Go",0.57,149.971,0.718,0.909,0.207
"The Hills",0.109,135.553,0.356,0.567,0.0798
"Till I Die",0.347,110.043,0.864,0.616,0.112
"Wild Boy",0.484,140.061,0.801,0.682,0.0498
"What's Luv? (feat. Ja-Rule & Ashanti) - Featuring Ja-Rule & Ashanti Explicit Album Version",0.919,93.955,0.835,0.707,0.0598
Mesmerize,0.432,90.079,0.769,0.646,0.199
"Put It On Me",0.785,186.244,0.687,0.785,0.325
"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",0.578,121.466,0.517,0.421,0.172
"My Band",0.844,120.014,0.851,0.849,0.0828
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",0.784,118.004,0.854,0.766,0.141
"Cupid's Chokehold / Breakfast In America",0.619,78.953,0.72,0.744,0.12
"Izzo (H.O.V.A.)",0.702,86.71,0.769,0.839,0.319
"Baby Boy (feat. Beyonce)",0.817,91.267,0.658,0.621,0.231
"Holidae In",0.948,153.067,0.81,0.791,0.181
"If It Makes You Happy",0.398,95.448,0.546,0.693,0.0261
"Run It",0.636,108.972,0.863,0.815,0.232
Everlong,0.356,158.066,0.412,0.882,0.0369
Plush,0.5,144.553,0.423,0.954,0.047
"Killing In The Name",0.661,88.785,0.466,0.833,0.304
"The Distance",0.888,183.048,0.463,0.749,0.0891
"Closing Time",0.241,92.086,0.481,0.865,0.0283
"Even Flow",0.265,105.338,0.394,0.944,0.0761
Low,0.471,173.974,0.329,0.646,0.0283
"Keep Ya Head Up",0.61,86.15,0.636,0.731,0.421
"If I Ruled the World (Imagine That)",0.523,93.908,0.879,0.564,0.247
"Same Love - feat. Mary Lambert",0.299,84.958,0.688,0.473,0.167
Sober,0.434,98.04,0.699,0.601,0.0304
"I. crawl",0.381,133.024,0.582,0.553,0.0383
NO,0.653,88.615,0.471,0.802,0.27
"Take It Easy",0.792,132.972,0.677,0.782,0.0272
Wait,0.0754,147.911,0.437,0.229,0.0308
"Tiny Dancer",0.281,145.234,0.415,0.425,0.0278
Boys,0.282,130.086,0.407,0.864,0.0533
"Good As New",0.63,94.998,0.511,0.775,0.0594
"The Language",0.502,120.064,0.831,0.651,0.437
A.D.H.D,0.582,157.74,0.609,0.799,0.24
Reflections,0.618,111.035,0.682,0.68,0.0299
"Stay Alive",0.329,129.997,0.716,0.301,0.0365
Paranoid,0.545,115.017,0.812,0.625,0.117
17,0.111,79.975,0.358,0.272,0.0483
Peaches,0.0542,103.94,0.501,0.522,0.0281
"West Coast",0.515,123.16,0.543,0.58,0.0381
"Where Is My Mind?",0.277,81.083,0.523,0.442,0.0347
Spectrum,0.483,117.54,0.727,0.616,0.318
Step,0.845,78.261,0.593,0.747,0.334
"Good As Hell",0.492,95.985,0.684,0.905,0.0765
Provider,0.39,139.886,0.654,0.325,0.282
"Over The Rainbow / What A Wonderful World - Medley",0.63,85.205,0.677,0.119,0.0457
"Old Pine",0.226,128.764,0.419,0.358,0.033
Blood,0.0793,79.013,0.487,0.478,0.0287
"Hide and Seek",0.0901,121.123,0.451,0.166,0.0696
"Ends of the Earth",0.41,120.968,0.555,0.584,0.0301
"Crazy in Love",0.489,78.906,0.606,0.326,0.119
"To Build A Home",0.0735,148.658,0.264,0.122,0.0349
Seventeen,0.785,119.55,0.642,0.794,0.0309
"Heads Will Roll",0.791,132.009,0.562,0.903,0.0296
Go,0.279,140.012,0.621,0.796,0.0327
"Ghosts 'n' Stuff",0.491,127.979,0.611,0.613,0.129
"Good Time",0.654,121.023,0.71,0.85,0.0303
Swang,0.166,139.992,0.681,0.314,0.0581
Moves,0.367,75.515,0.789,0.53,0.293
"Look At Me!",0.349,139.059,0.763,0.726,0.282
Water,0.187,140.04,0.816,0.245,0.414
"Running Back (feat. Lil Wayne)",0.1,127.133,0.587,0.671,0.144
Skrt,0.199,111.065,0.901,0.352,0.0916
"Fade Away",0.607,75.986,0.709,0.787,0.235
"Super Mario World",0.43,131.983,0.878,0.654,0.208
Wrist,0.503,139.978,0.851,0.694,0.256
"The Jam",0.37,149.055,0.811,0.577,0.344
"I Mean It",0.142,140.0,0.712,0.562,0.129
"Tumblr Girls",0.346,121.889,0.49,0.373,0.26
"Don't Let Me Go",0.429,201.924,0.35,0.65,0.306
"Turn Me On",0.521,84.948,0.57,0.172,0.0344
"You Don't Know Me",0.283,186.717,0.327,0.427,0.0387
Winter,0.404,170.275,0.258,0.214,0.0366
Imagine,0.374,141.946,0.554,0.179,0.0362
"She Will Be Loved - Acoustic",0.563,98.556,0.623,0.494,0.0313
"Wicked Game",0.359,112.318,0.663,0.292,0.0307
Blackbird,0.132,127.48,0.569,0.239,0.0283
"I Want You",0.367,129.842,0.531,0.193,0.0297
"Whole Lotta Love",0.422,89.74,0.412,0.902,0.405
"Wish You Were Here",0.375,122.883,0.481,0.262,0.0414
"Another Brick in the Wall, Pt. 2",0.719,104.126,0.694,0.394,0.0428
"Comfortably Numb",0.171,127.167,0.472,0.366,0.0286
"Jump - 2015 Remastered Version",0.796,129.994,0.572,0.835,0.0317
"Runnin' With The Devil - 2015 Remastered Version",0.42,95.826,0.472,0.9,0.0582
"Panama - 2015 Remastered Version",0.463,141.169,0.527,0.978,0.109
"I Was Made For Lovin' You",0.867,128.374,0.768,0.852,0.038
"Rock And Roll All Nite",0.909,144.747,0.656,0.931,0.0976
"We Will Rock You - Remastered",0.475,81.308,0.692,0.497,0.119
"Good Riddance (Time of Your Life)",0.648,94.605,0.475,0.432,0.0302
"Just Like You",0.565,177.9,0.373,0.737,0.0297
"I Hate Everything About You",0.453,89.342,0.498,0.83,0.0421
"Until The End",0.389,133.997,0.298,0.927,0.0995
"Can You Feel My Heart",0.354,170.527,0.15,0.859,0.0595
"The Diary of Jane",0.364,167.065,0.391,0.963,0.0773
"Not Gonna Die",0.475,172.063,0.445,0.953,0.0704
"Whispers In The Dark",0.335,94.019,0.509,0.938,0.0715
"In The End",0.37,105.256,0.542,0.853,0.0498
"Cry Baby",0.477,95.046,0.686,0.691,0.0371
Dollhouse,0.555,130.029,0.725,0.708,0.0756
"Sippy Cup",0.733,134.914,0.715,0.651,0.12
Soap,0.213,168.112,0.595,0.689,0.148
"Pacify Her",0.373,157.993,0.576,0.593,0.0306
"Mrs. Potato Head",0.463,170.154,0.517,0.622,0.0577
"Mad Hatter",0.577,92.023,0.568,0.692,0.0589
Heavydirtysoul,0.392,129.989,0.613,0.873,0.0449
"Fairly Local",0.479,114.985,0.715,0.723,0.0569
Doubt,0.69,123.02,0.719,0.645,0.0358
Polarize,0.626,164.992,0.597,0.666,0.0418
"Message Man",0.497,120.007,0.715,0.838,0.118
Goner,0.217,96.132,0.565,0.437,0.0403
"Ode To Sleep",0.512,150.033,0.446,0.76,0.0453
Migraine,0.409,173.995,0.69,0.678,0.154
Trees,0.324,140.013,0.584,0.833,0.041
Truce,0.342,120.322,0.537,0.0231,0.0475
"She Looks So Perfect",0.47,160.006,0.493,0.956,0.138
"Good Girls",0.557,141.06,0.531,0.915,0.0828
Amnesia,0.108,101.593,0.572,0.499,0.0311
Money,0.571,170.057,0.517,0.913,0.2
"She's Kinda Hot",0.889,118.031,0.664,0.908,0.0317
"Rolling Stone",0.406,174.181,0.468,0.977,0.196
"Uma Thurman",0.729,149.992,0.624,0.953,0.104
Immortals,0.498,108.015,0.614,0.877,0.0708
"Bubblegum Bitch",0.609,158.024,0.495,0.856,0.0311
"Self Esteem",0.611,104.526,0.458,0.912,0.0618
Pressure,0.509,104.991,0.662,0.873,0.0309
Dreams,0.558,124.992,0.61,0.824,0.0495
"The Days",0.526,127.059,0.59,0.724,0.0439
"Time to Pretend",0.421,100.99,0.438,0.94,0.0452
"Take a Walk",0.445,101.006,0.566,0.755,0.0368
Daylight,0.65,101.31,0.363,0.802,0.0394
"The Underdog",0.903,145.052,0.704,0.644,0.0311
"I'm Good",0.653,96.048,0.618,0.921,0.0735
"It's Time",0.869,105.011,0.657,0.885,0.0344
"Down By The River",0.471,113.98,0.666,0.696,0.0635
"Walking On A Dream",0.726,126.967,0.87,0.699,0.0459
High,0.518,116.999,0.646,0.85,0.043
"Cecilia And The Satellite",0.239,194.0,0.381,0.844,0.144
Sedona,0.249,135.177,0.396,0.677,0.0354
"Call It What You Want",0.725,113.017,0.641,0.967,0.0601
"Mind Your Manners (feat. Icona Pop)",0.685,92.976,0.696,0.853,0.237
"Catch & Release - Deepend Remix",0.107,104.989,0.835,0.536,0.0478
"Wake Up",0.29,139.361,0.252,0.8,0.0368
"Cheap Sunglasses",0.391,114.937,0.536,0.673,0.0391
Candyman,0.235,149.974,0.573,0.875,0.0523
"Sleeping With A Friend",0.507,107.034,0.582,0.882,0.0355
"You Get What You Give",0.711,113.961,0.618,0.896,0.0307
Everywhere,0.631,143.069,0.648,0.673,0.0344
"Out Of My League",0.527,169.965,0.545,0.968,0.0853
"What You Know",0.814,138.986,0.556,0.763,0.0413
"Dancing On Glass",0.399,101.003,0.564,0.945,0.0493
"Pumpin Blood",0.413,118.998,0.618,0.848,0.0279
"Don't Stop (Color on the Walls)",0.79,133.004,0.611,0.948,0.0753
"Show Me The Way",0.86,120.011,0.762,0.697,0.0423
"High And Low",0.322,126.907,0.512,0.768,0.045
"Changing Of The Seasons",0.545,129.972,0.537,0.882,0.155
1901,0.707,144.085,0.604,0.825,0.0429
Clockwork,0.455,114.007,0.742,0.61,0.0299
Naive,0.737,100.304,0.391,0.808,0.0892
"Helena Beat",0.736,126.968,0.67,0.876,0.0536
Sunshine,0.793,100.044,0.691,0.791,0.0613
"Feeling Alright",0.642,134.237,0.839,0.578,0.0645
"Bowl For Two",0.382,138.528,0.728,0.5,0.0344
Womanizer,0.235,139.0,0.724,0.695,0.0622
"Ex's & Oh's",0.437,139.979,0.612,0.92,0.0853
Fun,0.547,113.967,0.793,0.774,0.0478
"Worth It",0.594,99.987,0.884,0.765,0.0882
"Hide Away",0.469,95.05,0.886,0.818,0.0843
"Hula Hoop",0.509,121.986,0.673,0.842,0.039
"Stand By You",0.525,188.03,0.506,0.897,0.26
"The Phoenix",0.41,138.063,0.562,0.964,0.072
Irresistible,0.448,164.971,0.488,0.935,0.116
"Alone Together",0.606,90.013,0.552,0.915,0.0559
"Stereo Hearts (feat. Adam Levine) - feat. Adam Levine",0.796,89.99,0.646,0.795,0.0976
"Lucky Strike",0.446,144.013,0.673,0.746,0.0424
"Can't Sleep Love",0.572,94.596,0.73,0.433,0.0455
"Jealous - Remix",0.464,93.022,0.684,0.71,0.0775
Bright,0.292,90.034,0.646,0.431,0.0262
"Wannabe - Radio Edit",0.891,110.008,0.768,0.864,0.0324
"Die Young",0.801,128.001,0.711,0.7,0.046
"If It Ain't Love",0.778,128.63,0.503,0.843,0.316
"Sound Of Your Heart",0.421,122.015,0.744,0.812,0.0646
"Five More Hours - Deorro x Chris Brown",0.499,127.961,0.699,0.883,0.219
"On The Floor",0.462,129.998,0.765,0.68,0.0932
"We R Who We R",0.648,119.993,0.734,0.821,0.0406
"Crazy For You",0.349,85.892,0.705,0.144,0.0504
"My Favorite Things",0.285,175.384,0.277,0.242,0.0342
"You And I",0.223,115.305,0.334,0.135,0.0359
"God Only Knows - 1997 - Remaster",0.483,117.072,0.521,0.487,0.0299
"(Sittin' On) The Dock Of The Bay",0.535,103.621,0.769,0.367,0.0312
"(What A) Wonderful World - Remastered",0.877,128.091,0.524,0.543,0.0397
"Rise Up",0.174,118.582,0.398,0.316,0.0368
"You Make Me Feel So Young",0.568,124.819,0.582,0.323,0.038
"When A Man Loves A Woman",0.206,97.398,0.516,0.15,0.0272
"Sweater Weather",0.398,124.053,0.612,0.807,0.0336
"Let It Go - From ""Frozen""/Soundtrack Version",0.369,136.956,0.541,0.485,0.031
"Stay The Night - Featuring Hayley Williams Of Paramore",0.461,127.961,0.596,0.738,0.0411
"Beneath Your Beautiful",0.233,167.719,0.414,0.499,0.0454
"Every Teardrop Is a Waterfall",0.313,117.985,0.425,0.733,0.0396
"Cool Kids",0.786,130.027,0.719,0.671,0.0336
"Lights - Single Version",0.78,120.008,0.682,0.795,0.0367
"All The Way",0.593,128.015,0.558,0.847,0.0699
Atmosphere,0.393,122.987,0.585,0.77,0.0396
"Ugly Heart",0.458,124.993,0.649,0.79,0.0482
"Of The Night",0.346,124.999,0.673,0.827,0.0416
"I Lived",0.317,120.017,0.596,0.846,0.0456
Clocks,0.261,130.969,0.577,0.749,0.0279
"Top of the World",0.393,138.084,0.511,0.775,0.0304
"The City",0.264,125.011,0.52,0.825,0.046
"The Kids Aren't Alright",0.356,115.982,0.61,0.77,0.0314
Mad,0.691,129.94,0.731,0.644,0.0343
"Love Me Harder",0.218,99.054,0.476,0.72,0.0346
"Come On Get Higher",0.617,92.018,0.672,0.623,0.0297
"Like I Can",0.484,99.952,0.652,0.632,0.0375
"Young Girls",0.56,125.967,0.562,0.748,0.0318
"Half of My Heart",0.731,115.058,0.681,0.593,0.0251
"My Way (feat. Monty)",0.537,128.077,0.748,0.741,0.0531
Gooey,0.106,183.114,0.487,0.369,0.0406
"Dive In",0.37,119.888,0.587,0.648,0.089
"Sexual Healing - Kygo Remix",0.646,100.987,0.689,0.68,0.0427
"Wake Me Up",0.336,86.891,0.616,0.209,0.406
"Nice & Slow",0.515,121.913,0.819,0.299,0.122
"Dance for You",0.471,110.005,0.616,0.78,0.0623
Rocket,0.555,140.415,0.495,0.403,0.301
Twisted,0.822,175.849,0.615,0.514,0.0466
"I'll Make Love To You",0.244,142.408,0.557,0.509,0.0243
"I Wanna Know",0.599,136.086,0.725,0.487,0.0368
Lately,0.327,80.065,0.538,0.618,0.0913
"Last Night",0.356,82.055,0.613,0.527,0.0242
Bed,0.723,127.901,0.684,0.606,0.0504
"Cater 2 U",0.464,125.802,0.605,0.584,0.197
Cupid,0.87,175.562,0.685,0.38,0.112
"Take You Down",0.617,59.989,0.387,0.64,0.081
Climax,0.333,135.877,0.647,0.478,0.0782
"I Invented Sex [feat. Drake]",0.468,89.958,0.69,0.76,0.0587
"Love Faces",0.333,119.778,0.654,0.599,0.0563
"What's Your Fantasy (Featuring Shawna)",0.962,140.089,0.914,0.813,0.163
"I Wanna Love You",0.352,99.989,0.865,0.45,0.0417
Fallen,0.387,94.452,0.665,0.609,0.0468
"Find You",0.2,77.504,0.652,0.613,0.421
"I Won",0.317,83.746,0.606,0.66,0.258
"Money Baby",0.509,134.986,0.726,0.535,0.0383
"All I Do",0.56,125.964,0.76,0.555,0.0325
Practice,0.31,104.675,0.446,0.239,0.0876
"Shut It Down",0.389,119.917,0.584,0.445,0.0719
"Beg For It",0.293,56.986,0.636,0.426,0.0382
"Wet The Bed",0.411,123.801,0.58,0.66,0.0429
"The Body (feat. Jeremih)",0.172,109.399,0.493,0.542,0.076
Anywhere,0.841,125.867,0.589,0.477,0.29
"Sexy Love",0.58,93.984,0.622,0.503,0.0433
"All I Want Is You",0.921,96.888,0.776,0.603,0.0343
Stickwitu,0.382,79.918,0.548,0.554,0.0587
"Going To California",0.522,78.044,0.503,0.265,0.0333
"Got To Give It Up (Part 1)",0.895,122.852,0.875,0.887,0.0495
"Make It To Me",0.225,149.967,0.456,0.379,0.0685
"All Of The Stars",0.287,75.035,0.54,0.557,0.0259
"The Fear",0.457,125.944,0.604,0.575,0.0336
"Far Away",0.447,167.405,0.442,0.605,0.0333
Maneater,0.472,146.052,0.56,0.549,0.0421
"Blame It on Me",0.455,103.971,0.544,0.745,0.0276
"Mess Around",0.605,150.385,0.423,0.931,0.0542
Spirits,0.764,80.493,0.555,0.705,0.0269
"Way Down We Go",0.337,163.255,0.489,0.505,0.117
"Sound & Color",0.175,114.729,0.547,0.43,0.0667
"Live Forever",0.219,90.59,0.335,0.776,0.0325
Worry,0.336,90.007,0.6,0.486,0.216
"King Of The World",0.536,79.982,0.433,0.879,0.067
"Long Way Down",0.418,79.969,0.602,0.842,0.0533
Seaside,0.325,129.456,0.629,0.422,0.0411
"idfc (Tarro Remix)",0.389,139.751,0.58,0.694,0.221
"Jocelyn Flores",0.437,134.021,0.872,0.391,0.242
"As You Are",0.0554,173.664,0.354,0.33,0.0526
"What You Need",0.0673,133.895,0.657,0.405,0.0584
"The Party & The After Party",0.397,203.585,0.438,0.634,0.337
"I Found",0.234,124.956,0.389,0.302,0.0438
Mine,0.0996,103.009,0.557,0.428,0.137
"Give Me Love",0.11,116.068,0.526,0.328,0.0461
"Mark My Words",0.519,114.188,0.383,0.256,0.0332
"Best Mistake",0.207,143.941,0.634,0.579,0.484
Boston,0.29,147.01,0.404,0.571,0.0303
"Yeah, I Said It",0.249,127.88,0.509,0.38,0.158
"Wish I Knew You",0.722,101.05,0.651,0.716,0.0258
Confident,0.336,130.061,0.607,0.747,0.0667
"Same Old Love",0.438,98.02,0.672,0.593,0.0304
"Messin' Around",0.784,157.965,0.569,0.81,0.0473
"Wiggle (feat. Snoop Dogg)",0.721,81.946,0.697,0.621,0.25
Acquainted,0.237,105.36,0.38,0.481,0.0567
"Habits (Stay High)",0.348,110.003,0.733,0.65,0.0315
"Wild Wild Love",0.32,119.991,0.66,0.685,0.0477
"Get Low",0.728,101.033,0.674,0.932,0.0859
Shameless,0.252,100.021,0.602,0.559,0.0276
"You Make Me Feel... - feat. Sabi",0.748,131.959,0.668,0.857,0.0535
"What's My Name?",0.561,99.954,0.689,0.784,0.074
E.T.,0.732,150.183,0.602,0.863,0.0773
"Touchin, Lovin (feat. Nicki Minaj)",0.443,100.045,0.813,0.58,0.0746
Loyal,0.647,99.051,0.845,0.506,0.0409
"Let Me Love You (Until You Learn To Love Yourself)",0.269,124.917,0.664,0.661,0.0337
"Sorry, Blame It On Me - Main",0.543,176.141,0.709,0.65,0.273
"Angel Eyes",0.712,95.031,0.869,0.784,0.0842
"Best I Ever Had",0.581,161.776,0.427,0.861,0.376
"Run This Town",0.459,86.773,0.636,0.922,0.277
"Glad You Came",0.539,126.883,0.562,0.857,0.0801
"Chasing The Sun",0.679,128.11,0.636,0.732,0.0962
"Don't Stop the Party",0.952,127.008,0.722,0.958,0.0912
"Hey Baby (Drop It To the Floor)",0.762,128.021,0.595,0.913,0.0884
"Let's Get Married",0.965,115.106,0.697,0.528,0.0351
"Sharp Dressed Man - 2008 Remastered Version",0.446,125.145,0.601,0.859,0.0276
"Howlin' For You",0.448,132.627,0.705,0.735,0.0931
"Bad Company",0.17,114.025,0.557,0.886,0.0498
"Kickstart My Heart",0.239,179.023,0.366,0.98,0.308
"Girls, Girls, Girls",0.532,140.111,0.601,0.927,0.0717
"Du hast",0.716,125.105,0.64,0.922,0.0385
"Mask Off - Remix",0.228,150.01,0.72,0.424,0.387
"Pipe It Up",0.476,132.086,0.92,0.731,0.274
"About the Money",0.569,101.977,0.815,0.652,0.251
"Too Much Sauce",0.186,121.01,0.96,0.547,0.0786
OOOUUU,0.568,166.072,0.635,0.847,0.447
"Bring Em Out",0.587,98.579,0.759,0.891,0.257
Gyalchester,0.156,131.012,0.872,0.389,0.0634
Again,0.291,93.019,0.748,0.733,0.072
"Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa) - Remix",0.607,155.947,0.746,0.653,0.0574
"Big Rings",0.271,131.984,0.776,0.675,0.266
"It's A Vibe",0.523,73.003,0.822,0.505,0.147
"When It Rains It Pours",0.625,128.027,0.551,0.801,0.0303
Sixteen,0.417,106.992,0.707,0.531,0.0273
"Meant to Be (feat. Florida Georgia Line)",0.579,154.084,0.643,0.783,0.0856
"Losing Sleep",0.634,92.003,0.584,0.621,0.0443
"Listen To The Music",0.913,105.929,0.645,0.598,0.0335
This,0.687,99.913,0.629,0.827,0.0328
Morocco,0.542,115.077,0.616,0.894,0.0508
"If Only",0.536,99.023,0.702,0.63,0.0294
"Brandy (You're A Fine Girl)",0.772,125.315,0.719,0.768,0.0766
"Cherry Bomb",0.961,113.882,0.744,0.945,0.0286
"Every Little Thing She Does Is Magic - Remastered 2003",0.429,81.909,0.558,0.768,0.0343
"Dancing In The Moonlight",0.68,136.149,0.655,0.709,0.0375
Rhiannon,0.795,129.012,0.723,0.49,0.0296
"Have You Ever Seen The Rain?",0.774,116.109,0.741,0.697,0.0277
"Boogie Shoes - 2004 Remastered Version",0.971,119.533,0.931,0.801,0.0548
"Reelin' In The Years",0.766,135.437,0.523,0.758,0.0403
"Drift Away",0.505,75.708,0.519,0.321,0.0524
Traveller,0.758,88.107,0.543,0.75,0.0282
Daughters,0.503,124.895,0.674,0.413,0.0274
Drunk,0.459,99.998,0.733,0.652,0.0696
"Fool's Gold",0.379,128.001,0.515,0.773,0.0479
Ruin,0.502,124.984,0.681,0.384,0.0314
Firefly,0.36,159.917,0.602,0.31,0.0373
Imagination,0.333,179.468,0.481,0.455,0.0286
Clarity,0.491,94.71,0.666,0.713,0.0384
"Like a Stone",0.516,107.849,0.614,0.568,0.0276
"People Are Strange",0.764,119.287,0.699,0.467,0.0375
Rockstar,0.693,144.073,0.616,0.91,0.0386
"Tears In Heaven",0.312,153.744,0.498,0.242,0.0257
"When I Come Around",0.814,97.546,0.531,0.909,0.034
Confessions,0.29,157.669,0.374,0.664,0.0483
Superheroes,0.612,79.597,0.686,0.358,0.0297
"Fall In Love",0.784,91.212,0.796,0.543,0.164
"Close To You",0.962,95.992,0.781,0.478,0.0561
Wonderful,0.213,94.034,0.546,0.242,0.0272
"Big Poppa",0.758,84.487,0.778,0.578,0.274
Boyz-N-The-Hood,0.663,87.847,0.792,0.503,0.276
C.R.E.A.M.,0.576,180.985,0.479,0.549,0.373
"Who Am I (What's My Name)?",0.692,96.814,0.692,0.833,0.0492
"All Eyez On Me",0.858,93.281,0.873,0.719,0.248
"Gangsta's Paradise",0.387,79.974,0.647,0.514,0.0593
"Insane in the Brain",0.767,102.305,0.897,0.612,0.211
"Real Muthaphuckkin' G's",0.775,170.51,0.724,0.853,0.283
"I Got 5 On It - Feat. Michael Marshall",0.58,173.926,0.6,0.706,0.361
"N.Y. State of Mind",0.887,84.099,0.665,0.91,0.223
"Mo Money Mo Problems (feat. Mase & Puff Daddy) - 2014 Remastered Version",0.904,104.536,0.845,0.884,0.0759
"Ruff Ryders' Anthem",0.776,92.766,0.867,0.796,0.0693
"Mama Said Knock You Out",0.631,102.4,0.797,0.804,0.13
"Hate It Or Love It",0.435,99.998,0.802,0.785,0.207
"Dear Maria, Count Me In",0.569,181.014,0.465,0.896,0.0795
Nobody,0.0679,130.953,0.575,0.453,0.0348
"Guys My Age",0.285,122.041,0.69,0.663,0.0352
Silhouettes,0.0622,128.956,0.487,0.469,0.0324
"Whatever She's Got",0.888,160.465,0.527,0.723,0.0411
"Bad Liar",0.718,121.074,0.953,0.41,0.0705
"Catch My Breath",0.492,124.045,0.689,0.915,0.0782
"Since U Been Gone",0.382,130.999,0.662,0.739,0.0322
"Walk Away",0.922,115.99,0.744,0.903,0.0415
"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",0.245,85.714,0.306,0.377,0.0344
Fabulous,0.512,122.911,0.773,0.841,0.216
"By The Way",0.831,102.006,0.696,0.88,0.0437
"Just A Friend",0.837,85.308,0.862,0.663,0.21
"Live From The Gutter",0.307,165.949,0.823,0.49,0.429
Tapout,0.272,142.037,0.758,0.569,0.138
"Hold You - Hold Yuh",0.497,66.858,0.69,0.621,0.06
"Love and Happiness",0.73,99.16,0.822,0.457,0.235
"Missing You",0.84,166.819,0.786,0.223,0.266
"I Can't Wait",0.75,82.222,0.715,0.528,0.0575
"What's Up?",0.491,134.537,0.566,0.57,0.0285
Jersey,0.312,146.054,0.758,0.526,0.255
"Propuesta Indecente",0.742,122.936,0.757,0.632,0.0549
"Sun Is Shining",0.637,128.993,0.79,0.564,0.0536
"It's Alright",0.26,94.458,0.803,0.284,0.417
Poison,0.803,111.848,0.829,0.573,0.224
"Let It Whip",0.928,132.09,0.829,0.886,0.0431
"Like Dat",0.482,134.955,0.849,0.476,0.182
"Gassed Up",0.45,148.88,0.798,0.568,0.135
"Ooh La La",0.8,147.964,0.601,0.574,0.03
"Furthest Thing",0.271,137.101,0.484,0.78,0.135
"Own It",0.294,103.064,0.654,0.342,0.101
"Come Thru",0.405,81.977,0.558,0.468,0.173
"Crew Love",0.294,160.152,0.418,0.546,0.238
"Power Trip",0.465,99.991,0.667,0.61,0.217
Odio,0.598,128.04,0.802,0.725,0.0676
"Stop And Stare",0.303,92.494,0.49,0.849,0.035
"Where It All Begins (feat. Lady Antebellum)",0.684,90.963,0.639,0.649,0.0261
"Haven't Met You Yet",0.796,122.58,0.615,0.733,0.0335
"Treat You Better",0.821,166.018,0.624,0.803,0.246
"I Would Like",0.297,121.028,0.486,0.713,0.0524
"Play That Song",0.482,98.959,0.392,0.825,0.0535
"How Would You Feel (Paean)",0.242,139.979,0.617,0.439,0.0269
"New Man",0.862,94.026,0.78,0.745,0.145
"At My Best (feat. Hailee Steinfeld)",0.237,169.855,0.524,0.772,0.152
"There's Nothing Holdin' Me Back",0.966,121.996,0.857,0.8,0.0583
"Let You Go",0.21,170.117,0.601,0.819,0.101
"Lust For Life (with The Weeknd)",0.262,99.982,0.504,0.655,0.0542
Rollin,0.657,91.953,0.753,0.76,0.0859
"Perfect Places",0.537,104.344,0.621,0.574,0.0555
"Good Times",0.198,130.026,0.56,0.887,0.0594
"2U (feat. Justin Bieber)",0.557,144.937,0.548,0.65,0.0591
"Homemade Dynamite - REMIX",0.172,106.435,0.542,0.55,0.158
"Good Old Days (feat. Kesha)",0.268,122.964,0.712,0.51,0.0633
"Bad At Love",0.612,118.384,0.675,0.751,0.0296
"How Long",0.779,110.008,0.849,0.581,0.0767
"Bad (feat. Tiara Thomas)",0.28,113.969,0.867,0.638,0.0643
Real,0.174,100.046,0.652,0.458,0.194
"Poetic Justice",0.647,135.956,0.779,0.572,0.378
"Warm Water - Snakehips Remix",0.405,212.137,0.511,0.678,0.869
"All Me",0.422,122.006,0.67,0.515,0.397
"Look Alive",0.229,120.024,0.786,0.583,0.0393
"Same Drugs",0.531,180.297,0.461,0.293,0.0555
"Bank Account",0.376,75.016,0.884,0.346,0.351
"The Sound",0.526,120.723,0.643,0.945,0.0779
"Where Have You Been",0.444,127.963,0.719,0.847,0.0916
"Any Way You Want It",0.571,138.158,0.529,0.932,0.0488
"Separate Ways (Worlds Apart)",0.377,131.435,0.451,0.962,0.0734
"Lovin', Touchin', Squeezin'",0.714,211.261,0.401,0.644,0.0439
"Jessie's Girl",0.822,131.703,0.727,0.832,0.05
Vice,0.408,108.893,0.651,0.681,0.18
"Open Arms",0.399,87.003,0.616,0.595,0.147
Elevated,0.446,140.863,0.48,0.46,0.0912
"Do You...",0.306,148.055,0.593,0.589,0.0366
"Often - Kygo Remix",0.426,80.028,0.582,0.498,0.0455
